,6zsl_A_fpocket,6zsl_B_fpocket,6zsl_A_p2rank,6zsl_B_p2rank,IoU
3399,11,11,12,8,0.00775
5248,22,17,5,8,0.00775
4979,21,3,1,2,0.00775
1899,6,1,1,9,0.00775
4988,21,3,9,11,0.00775
6680,32,13,12,8,0.00775
4392,16,35,3,12,0.00775
928,3,5,9,11,0.00775
944,3,6,9,11,0.00775
5000,21,5,1,2,0.00775
3888,14,4,3,3,0.00775
340,1,27,3,2,0.00775
3473,11,33,7,13,0.00775
939,3,6,3,7,0.00775
5003,21,5,1,9,0.00775
360,1,29,6,13,0.00775
2754,8,24,1,9,0.00772
626,2,13,8,5,0.00772
935,3,6,1,9,0.00772
960,3,7,8,5,0.00772
4982,21,3,1,9,0.00772
263,1,19,13,9,0.00772
1572,5,3,9,11,0.00772
6119,26,38,3,3,0.00769
5335,23,2,5,6,0.00769
3397,11,11,7,13,0.00769
6866,34,22,1,2,0.00769
3611,13,1,6,13,0.00769
5008,21,5,5,6,0.00769
3463,11,32,5,8,0.00769
4160,15,15,3,7,0.00769
1142,3,23,6,7,0.00769
3475,11,33,12,13,0.00769
6081,26,26,5,8,0.00769
3551,12,17,5,6,0.00769
3966,14,14,13,9,0.00769
6677,32,13,7,6,0.00769
6515,29,17,12,8,0.00769
6679,32,13,7,13,0.00769
1956,6,5,1,9,0.007664
1143,3,23,8,5,0.007664
1144,3,23,13,9,0.007664
1138,3,23,3,2,0.007664
277,1,22,1,2,0.007664
6150,27,3,3,2,0.007664
5167,22,1,12,13,0.007664
5326,23,2,1,3,0.007664
2223,7,3,8,5,0.007664
6138,27,2,3,2,0.007664
567,2,8,9,11,0.007664
137,1,8,6,13,0.007633
1941,6,3,9,11,0.007633
3887,14,4,3,2,0.007633
178,1,12,6,7,0.007633
163,1,10,3,7,0.007633
1935,6,3,3,7,0.007633
6971,35,18,1,4,0.007633
6365,28,18,13,9,0.007633
5162,21,38,3,12,0.007633
3394,11,11,6,7,0.007633
6366,28,18,13,14,0.007633
164,1,10,3,12,0.007633
6514,29,17,7,13,0.007633
2910,9,9,3,12,0.007633
4732,18,28,13,14,0.007633
1736,5,15,3,12,0.007633
6118,26,36,7,8,0.007633
943,3,6,6,13,0.007633
2753,8,24,1,4,0.007633
4731,18,28,13,9,0.007633
4878,19,19,1,9,0.007633
131,1,8,3,7,0.007633
1024,3,12,6,13,0.007633
6898,34,29,6,13,0.007633
179,1,12,6,13,0.007633
1023,3,12,6,7,0.007633
3883,14,4,1,3,0.007603
4408,17,2,5,6,0.007603
4086,15,3,1,2,0.007603
6146,27,3,1,3,0.007603
4093,15,3,6,7,0.007603
1931,6,3,1,9,0.007603
532,2,6,9,11,0.007576
3614,13,1,9,11,0.007576
1960,6,5,3,7,0.007576
4514,17,22,13,9,0.007576
526,2,6,3,7,0.007576
1623,5,6,3,7,0.007576
2449,8,1,3,7,0.007576
3354,11,5,1,2,0.007576
232,1,16,3,12,0.007576
2455,8,1,6,13,0.007576
1141,3,23,5,6,0.007576
234,1,16,6,7,0.007576
4092,15,3,6,3,0.007545
1134,3,23,1,3,0.007545
1919,6,2,3,7,0.007545
1925,6,2,9,11,0.007545
169,1,10,13,9,0.007545
361,1,29,7,8,0.007545
4099,15,5,1,2,0.007545
3014,10,1,3,12,0.007545
3013,10,1,3,7,0.007545
159,1,10,1,9,0.007545
6292,27,35,3,12,0.00752
650,2,15,3,12,0.00752
6867,34,22,1,4,0.00752
652,2,15,6,7,0.00752
1621,5,6,3,2,0.00752
3720,13,13,2,1,0.00752
6079,26,26,3,12,0.00752
4222,15,37,1,2,0.00752
5161,21,38,3,3,0.00752
4084,15,2,6,7,0.00752
1619,5,6,1,9,0.00752
6626,31,22,7,8,0.00752
3612,13,1,7,8,0.00752
6518,29,17,13,14,0.00752
531,2,6,6,13,0.007492
611,2,12,6,13,0.007492
1616,5,6,1,3,0.007492
6134,27,2,1,3,0.007492
5578,24,5,1,4,0.007492
1737,5,15,6,3,0.007492
610,2,12,6,7,0.007492
5579,24,5,1,9,0.007492
6111,26,33,12,8,0.00746
3840,13,38,3,3,0.00746
222,1,15,3,12,0.00746
651,2,15,6,3,0.00746
224,1,15,6,7,0.00746
1385,4,14,3,3,0.00746
3841,13,38,3,12,0.00746
1263,4,2,8,1,0.00746
487,2,4,3,2,0.00746
493,2,4,8,1,0.00746
1828,5,24,9,11,0.00746
2262,7,7,5,8,0.00746
7138,38,19,3,12,0.00746
138,1,8,9,11,0.00746
1211,3,31,3,3,0.00746
168,1,10,9,11,0.00746
4977,21,2,9,11,0.00746
4083,15,2,6,3,0.00746
1257,4,2,3,2,0.00746
5527,24,1,1,4,0.007435
1460,4,24,1,4,0.007435
1392,4,16,1,2,0.007435
5555,24,3,1,9,0.007435
1260,4,2,4,5,0.007435
696,2,21,9,11,0.007435
664,2,17,5,6,0.007435
490,2,4,4,5,0.007435
1461,4,24,1,9,0.007435
5528,24,1,1,9,0.007435
5554,24,3,1,4,0.007435
226,1,16,1,2,0.007435
223,1,15,6,3,0.007435
7080,37,22,1,2,0.00741
6862,34,19,2,1,0.00741
4331,16,16,3,7,0.00741
3482,11,37,6,7,0.00741
2995,9,28,13,14,0.00741
4106,15,5,6,7,0.00741
2994,9,28,13,9,0.00741
2456,8,1,9,11,0.00741
6665,32,11,5,8,0.00741
645,2,15,1,2,0.00741
6863,34,19,4,1,0.00741
6291,27,35,3,3,0.00741
4077,15,2,1,2,0.00741
6110,26,33,7,13,0.00741
780,2,29,6,13,0.00738
715,2,23,3,2,0.00738
4105,15,5,6,3,0.00738
721,2,23,6,7,0.00738
4969,21,2,1,2,0.00738
3346,11,3,1,2,0.00738
1391,4,15,3,3,0.00738
831,3,1,6,13,0.00738
825,3,1,3,7,0.00738
2260,7,7,5,5,0.007355
4075,15,1,6,7,0.007355
687,2,21,1,2,0.007355
6974,35,19,3,3,0.007355
1818,5,24,1,4,0.007355
6859,34,18,3,3,0.007355
4074,15,1,6,3,0.007355
5921,26,1,12,13,0.007355
5104,21,21,1,14,0.007355
6864,34,19,9,11,0.007355
1384,4,14,3,2,0.007355
5105,21,21,3,2,0.007355
1819,5,24,1,9,0.007355
268,1,21,1,9,0.007355
481,2,4,1,3,0.007355
1251,4,2,1,3,0.007355
265,1,21,1,2,0.007355
4675,18,18,1,3,0.007355
3839,13,37,6,7,0.007355
4465,17,12,12,8,0.007355
4463,17,12,7,13,0.007355
1065,3,16,1,2,0.007324
1380,4,14,1,3,0.007324
4958,21,1,1,2,0.007324
225,1,15,9,11,0.007324
1073,3,16,6,7,0.007324
217,1,15,1,2,0.007324
4961,21,1,1,9,0.007324
5588,24,5,9,11,0.007324
4540,17,28,13,14,0.007298
3563,12,22,12,8,0.007298
4512,17,22,12,8,0.007298
7137,38,19,3,3,0.007298
1056,3,15,1,2,0.007298
6865,34,21,9,11,0.007298
1947,6,4,1,9,0.007298
6104,26,32,12,8,0.007298
6708,32,26,7,13,0.007298
7140,38,21,3,12,0.007298
1063,3,15,6,7,0.007298
3467,11,32,12,8,0.007298
3562,12,22,7,13,0.007298
4539,17,28,13,9,0.007298
6103,26,32,7,13,0.007298
1945,6,4,1,3,0.007275
1148,3,24,1,9,0.007275
53,1,3,3,7,0.007275
54,1,3,3,12,0.007275
5323,23,1,6,7,0.007275
59,1,3,6,13,0.007275
1147,3,24,1,4,0.007275
515,2,5,8,1,0.007275
1949,6,4,3,2,0.007275
506,2,5,3,7,0.007275
507,2,5,3,12,0.007275
509,2,5,4,5,0.007275
6623,31,17,7,8,0.007248
6561,29,28,13,14,0.007248
6709,32,26,12,8,0.007248
1062,3,15,6,3,0.007248
660,2,16,3,12,0.007248
322,1,25,12,13,0.007248
4511,17,22,7,13,0.007248
2267,7,7,8,1,0.007248
3466,11,32,7,13,0.007248
765,2,27,3,2,0.007248
7083,37,22,3,3,0.007248
662,2,16,6,7,0.007248
5296,22,31,7,8,0.007248
320,1,25,6,7,0.007248
5102,21,21,1,4,0.007248
1074,3,16,9,11,0.007248
1187,3,27,3,2,0.007248
720,2,23,5,6,0.007248
5321,23,1,3,2,0.00722
5317,23,1,1,3,0.00722
832,3,1,9,11,0.00722
4068,15,1,1,2,0.00722
1523,5,1,3,12,0.00722
4076,15,1,9,11,0.00722
319,1,25,6,3,0.00722
1531,5,2,1,3,0.00722
1537,5,2,3,2,0.00722
1522,5,1,3,7,0.00722
711,2,23,1,3,0.00722
1539,5,2,3,7,0.00722
1540,5,2,3,12,0.00722
1548,5,2,8,1,0.00722
1542,5,2,4,5,0.00722
5783,25,1,12,13,0.007195
6107,26,33,5,8,0.007195
1183,3,27,1,3,0.007195
5324,23,1,13,9,0.007195
321,1,25,9,11,0.007195
5293,22,29,12,8,0.007195
4955,19,37,1,4,0.007195
5292,22,29,7,13,0.007195
577,2,9,3,12,0.007195
4396,16,37,3,3,0.007195
3468,11,32,12,13,0.007195
7139,38,21,3,3,0.007195
3003,9,35,3,3,0.007195
578,2,9,6,3,0.007195
6966,35,15,3,3,0.007195
2196,7,1,12,13,0.007195
2190,7,1,3,12,0.007195
6100,26,32,5,8,0.007195
6560,29,28,13,9,0.007195
301,1,24,1,9,0.007168
192,1,13,6,13,0.007168
663,2,16,9,11,0.007168
300,1,24,1,4,0.007168
4740,18,35,1,2,0.00714
5228,22,12,7,13,0.00714
6287,27,34,9,11,0.00714
1520,5,1,3,2,0.00714
3390,11,11,2,1,0.00714
6270,27,27,6,13,0.00714
3960,14,14,6,3,0.00714
6268,27,27,3,12,0.00714
3957,14,14,1,14,0.00714
1515,5,1,1,3,0.00714
5229,22,12,12,8,0.00714
7082,37,22,3,2,0.00714
654,2,16,1,2,0.00714
5782,25,1,9,11,0.00714
4546,17,29,12,8,0.00714
5486,23,23,4,5,0.00714
3586,12,29,12,8,0.00714
2259,7,7,4,5,0.00714
60,1,3,9,11,0.00712
313,1,25,1,2,0.00712
34,1,2,3,12,0.00712
39,1,2,6,13,0.00712
33,1,2,3,7,0.00712
418,2,1,3,12,0.00712
417,2,1,3,7,0.00712
423,2,1,6,13,0.00712
1838,5,25,6,7,0.00709
4545,17,29,7,13,0.00709
3001,9,35,1,2,0.00709
4508,17,22,5,8,0.00709
761,2,27,1,3,0.00709
6534,29,22,7,13,0.00709
6535,29,22,12,8,0.00709
4380,16,28,3,3,0.00709
6512,29,17,5,6,0.00709
3341,11,2,1,2,0.00709
517,2,5,9,11,0.00709
4158,15,15,3,2,0.00709
3723,13,13,3,12,0.00709
5487,23,23,5,5,0.00709
3831,13,33,12,8,0.00709
3761,13,17,12,8,0.00709
3584,12,29,7,13,0.00709
2263,7,7,6,7,0.00709
2269,7,7,12,8,0.00709
6705,32,26,5,8,0.00709
117,1,7,6,7,0.00707
195,1,13,9,11,0.00707
121,1,7,12,13,0.00707
5776,25,1,1,2,0.00707
5792,25,3,1,2,0.00707
115,1,7,3,12,0.00707
6669,32,11,12,8,0.007042
6289,27,35,1,2,0.007042
5521,23,37,1,4,0.007042
4742,18,37,1,2,0.007042
6684,32,14,7,13,0.007042
6844,34,14,9,11,0.007042
6962,35,9,3,3,0.007042
6685,32,14,12,8,0.007042
1017,3,11,1,2,0.007042
6895,34,27,9,11,0.007042
4954,19,35,3,3,0.007042
2266,7,7,7,13,0.007042
1550,5,2,9,11,0.007042
3830,13,33,7,13,0.007042
3722,13,13,3,7,0.007042
3760,13,17,7,13,0.007042
3585,12,29,12,7,0.007042
3758,13,17,7,6,0.007042
3828,13,33,7,6,0.007042
1161,3,25,1,2,0.00702
1168,3,25,6,7,0.00702
193,1,13,7,8,0.00702
85,1,5,3,7,0.00702
86,1,5,3,12,0.00702
5890,25,25,6,7,0.006992
6668,32,11,7,13,0.006992
5541,24,2,1,4,0.006992
5482,23,23,1,14,0.006992
3725,13,13,6,3,0.006992
5736,24,24,13,14,0.006992
6969,35,16,3,3,0.006992
3476,11,34,7,8,0.006992
3161,10,10,6,2,0.006992
2255,7,7,2,3,0.006992
4549,17,29,13,14,0.006992
424,2,1,9,11,0.00697
40,1,2,9,11,0.00697
1167,3,25,6,3,0.006943
6670,32,11,12,13,0.006943
3150,10,10,1,7,0.006943
1837,5,25,6,3,0.006943
4741,18,35,1,4,0.006943
4950,19,34,4,1,0.006943
5784,25,2,1,2,0.006943
4949,19,34,2,1,0.006943
6360,28,17,9,11,0.006943
6362,28,17,13,14,0.006943
6361,28,17,13,9,0.006943
604,2,11,1,2,0.006943
3956,14,14,1,9,0.006943
7078,37,18,1,2,0.006943
746,2,25,6,7,0.006943
4941,19,28,13,14,0.006943
1320,4,6,1,9,0.00692
5158,21,34,9,11,0.006897
6489,29,12,12,8,0.006897
4393,16,37,1,2,0.006897
1322,4,6,3,2,0.006897
4951,19,34,9,11,0.006897
3835,13,34,7,13,0.006897
296,1,23,6,7,0.006897
2434,7,37,2,1,0.006897
4395,16,37,3,2,0.006897
3836,13,34,12,8,0.006897
3167,10,10,13,9,0.006897
745,2,25,6,3,0.006897
5081,21,17,13,14,0.006897
6290,27,35,1,4,0.006897
1318,4,6,1,3,0.006897
3002,9,35,1,4,0.006897
6269,27,27,6,3,0.00685
3480,11,36,7,8,0.00685
3151,10,10,1,9,0.00685
4461,17,12,5,6,0.00685
294,1,23,3,2,0.00685
4940,19,28,13,9,0.00685
3479,11,34,12,13,0.00685
6487,29,12,7,13,0.00685
6400,28,29,13,14,0.00685
6033,26,17,13,9,0.00685
4329,16,16,3,2,0.00685
739,2,25,1,2,0.00685
7150,38,27,3,12,0.00685
6285,27,34,3,12,0.00685
7149,38,27,3,3,0.00685
4387,16,34,3,3,0.00685
4388,16,34,3,12,0.00685
3166,10,10,9,11,0.00685
290,1,23,1,3,0.006824
5804,25,5,1,2,0.006824
297,1,23,13,9,0.006824
6265,27,27,2,3,0.0068
3558,12,19,12,13,0.0068
3833,13,34,6,13,0.0068
3159,10,10,5,5,0.0068
2184,6,38,3,3,0.0068
6848,34,15,3,12,0.0068
2185,6,38,3,12,0.0068
6399,28,29,13,9,0.0068
5524,23,37,6,7,0.0068
3477,11,34,7,13,0.0068
3478,11,34,12,8,0.0068
4389,16,35,1,2,0.0068
6488,29,12,12,7,0.0068
6295,27,37,1,4,0.0068
5807,25,5,3,3,0.00678
1239,4,1,1,3,0.00678
1245,4,1,3,2,0.00678
5775,24,38,3,12,0.006756
4062,14,34,9,11,0.006756
6286,27,34,6,13,0.006756
3406,11,12,12,13,0.006756
6653,32,7,5,8,0.006756
5101,21,21,1,3,0.006756
6845,34,14,12,8,0.006756
6860,34,19,1,2,0.006756
71,1,4,3,2,0.006733
66,1,4,1,3,0.006733
727,2,24,1,4,0.006733
4328,16,16,1,4,0.00671
6371,28,19,9,11,0.00671
6114,26,34,7,13,0.00671
3580,12,29,5,6,0.00671
7079,37,19,1,4,0.00671
6843,34,14,7,13,0.00671
6074,26,26,1,2,0.00671
6055,26,22,7,13,0.00671
5774,24,38,3,3,0.00671
6838,34,13,12,8,0.00671
6883,34,26,7,13,0.00671
4867,19,17,13,14,0.00671
6837,34,13,7,13,0.00671
6056,26,22,12,8,0.00671
6115,26,34,12,8,0.006668
6117,26,35,3,3,0.006668
4550,17,31,7,8,0.006668
6841,34,14,6,13,0.006668
6346,28,9,13,14,0.006668
6345,28,9,13,9,0.006668
4390,16,35,1,4,0.006668
6077,26,26,3,2,0.006668
6522,29,18,13,14,0.006668
6960,35,9,1,2,0.006668
3405,11,12,12,8,0.006668
3403,11,12,7,13,0.006668
7148,38,26,3,12,0.006668
3560,12,22,5,6,0.006668
6884,34,26,12,8,0.006668
7147,38,26,3,3,0.006622
6296,27,37,2,1,0.006622
7081,37,22,1,3,0.006622
2946,9,18,13,14,0.006622
6823,34,11,7,8,0.006622
5151,21,28,13,14,0.006622
6835,34,13,6,13,0.006622
2429,7,34,12,13,0.006622
4543,17,29,5,6,0.006622
6624,31,18,3,3,0.006622
6893,34,27,3,12,0.00658
5290,22,29,5,6,0.00658
4066,14,37,3,2,0.00658
2426,7,34,7,8,0.00658
2435,7,37,3,3,0.00658
5732,24,24,6,7,0.00658
6373,28,19,13,14,0.00658
4055,14,32,7,8,0.00658
4865,19,17,12,13,0.00658
4394,16,37,1,3,0.00658
7045,37,7,2,1,0.00658
6804,34,7,12,13,0.00658
3423,11,17,5,8,0.00658
6801,34,7,7,8,0.00658
4500,17,19,13,14,0.00658
2436,7,37,6,7,0.00658
6852,34,16,3,12,0.00658
2939,9,17,13,14,0.00658
6975,35,21,1,2,0.00658
6851,34,16,3,3,0.00658
4157,15,15,1,3,0.00658
2993,9,28,3,3,0.00658
6031,26,17,12,8,0.00658
6050,26,22,3,12,0.00658
6682,32,14,5,6,0.00658
5490,23,23,8,1,0.006535
5150,21,28,13,9,0.006535
7077,37,16,3,3,0.006535
6833,34,13,2,1,0.006535
6052,26,22,5,8,0.006535
5729,24,24,3,12,0.006535
5730,24,24,5,6,0.006535
4067,14,37,3,3,0.006535
6625,31,22,3,3,0.006535
5226,22,12,5,6,0.006535
4506,17,21,13,14,0.006535
6030,26,17,7,13,0.006535
6076,26,26,1,9,0.006535
6894,34,27,6,13,0.006535
6372,28,19,13,9,0.006493
4327,16,16,1,3,0.006493
6961,35,9,1,4,0.006493
6965,35,10,3,3,0.006493
3330,10,37,6,2,0.006493
6483,29,12,5,6,0.006493
7066,37,11,6,7,0.006493
3574,12,26,12,8,0.006493
5485,23,23,4,1,0.006493
3573,12,26,7,13,0.006493
7073,37,15,1,2,0.006493
6657,32,7,12,8,0.006493
6834,34,13,4,1,0.006493
6532,29,22,5,6,0.006493
6826,34,11,12,13,0.006493
6840,34,14,1,2,0.006493
4494,17,18,13,14,0.006493
2428,7,34,12,8,0.00645
6984,35,26,3,3,0.00645
2407,7,32,5,8,0.00645
6980,35,23,1,2,0.00645
4730,18,28,1,14,0.00645
4498,17,19,12,13,0.00645
5889,25,25,6,3,0.00645
6364,28,18,1,14,0.00645
6282,27,34,2,3,0.00645
2425,7,34,4,1,0.00645
2427,7,34,7,13,0.00645
3323,10,35,3,12,0.00645
5517,23,35,1,2,0.00645
6350,28,12,9,11,0.00645
6363,28,18,1,9,0.00645
4739,18,34,3,3,0.00645
4729,18,28,1,9,0.00645
6800,34,7,4,1,0.00645
6824,34,11,7,13,0.00645
6656,32,7,7,13,0.00645
6825,34,11,12,8,0.00645
6802,34,7,7,13,0.00645
6803,34,7,12,8,0.00645
3524,12,11,12,13,0.00641
6816,34,9,3,12,0.00641
5286,22,26,7,13,0.00641
2991,9,28,1,9,0.00641
3326,10,37,1,4,0.00641
6027,26,17,5,8,0.00641
7132,38,13,3,12,0.00641
6815,34,9,3,3,0.00641
2954,9,19,13,14,0.00641
6976,35,21,1,4,0.00641
7131,38,13,3,3,0.00641
2432,7,37,1,2,0.00641
4061,14,34,7,8,0.00641
6658,32,7,12,13,0.00641
6592,30,11,10,10,0.00637
4057,14,33,7,8,0.00637
6378,28,21,13,14,0.00637
5997,26,12,12,8,0.00637
5287,22,26,12,8,0.00637
5996,26,12,10,10,0.00637
5995,26,12,7,13,0.00637
6379,28,22,3,3,0.00637
4947,19,34,1,2,0.00637
3427,11,17,12,8,0.00637
3577,12,27,9,11,0.00633
4056,14,32,12,13,0.00633
3522,12,11,7,13,0.00633
4065,14,37,1,3,0.00633
2414,7,33,5,8,0.00633
2252,7,7,1,2,0.00633
2431,7,35,3,12,0.00633
5518,23,35,1,4,0.00633
3523,12,11,12,8,0.00633
4938,19,28,3,3,0.00633
7146,38,25,3,12,0.00633
3459,11,30,10,10,0.00633
5761,24,28,13,14,0.00633
3549,12,14,12,8,0.00633
5256,22,18,4,1,0.00633
5255,22,18,2,1,0.00633
6985,35,27,1,2,0.00633
6981,35,23,1,4,0.00633
2424,7,34,3,12,0.00629
5760,24,28,13,9,0.00629
6620,31,15,3,12,0.00629
7047,37,7,6,7,0.00629
2990,9,28,1,4,0.00629
4842,19,12,12,13,0.00629
3428,11,17,12,13,0.00629
6511,29,17,1,14,0.00629
6377,28,21,13,9,0.00629
3426,11,17,7,13,0.00629
2422,7,34,2,3,0.00629
7074,37,16,1,2,0.00629
3327,10,37,1,7,0.00629
7076,37,16,3,2,0.00629
7068,37,13,6,7,0.00629
3546,12,14,7,13,0.00629
4738,18,34,2,1,0.00629
3548,12,14,12,7,0.00629
6283,27,34,3,2,0.00625
2597,8,8,13,14,0.00625
1299,4,4,13,14,0.00625
5728,24,24,3,7,0.00625
7145,38,25,3,3,0.00625
6967,35,16,1,2,0.00625
6956,35,7,3,3,0.00625
6618,31,11,7,8,0.00625
4059,14,34,1,2,0.00625
7046,37,7,3,3,0.00625
6797,34,7,2,3,0.00625
6799,34,7,3,12,0.00625
7086,37,23,1,4,0.00625
4673,18,17,13,14,0.00625
7059,37,10,1,4,0.00625
6986,35,27,1,4,0.00621
6890,34,27,2,3,0.00621
2433,7,37,1,4,0.00621
2411,7,32,12,8,0.00621
4058,14,33,12,13,0.00621
4534,17,26,13,9,0.006172
6075,26,26,1,3,0.006172
6343,28,9,3,3,0.006172
4537,17,28,1,14,0.006172
5283,22,26,5,8,0.006172
4060,14,34,6,13,0.006172
2410,7,32,7,13,0.006172
5887,25,25,3,2,0.006172
4471,17,13,12,8,0.006172
2253,7,7,1,4,0.006134
6216,27,12,9,11,0.006134
4935,19,28,1,4,0.006134
2412,7,32,12,13,0.006134
1977,6,6,6,2,0.006134
6968,35,16,1,4,0.006134
4470,17,13,7,13,0.006134
6098,26,31,7,8,0.006134
1976,6,6,3,12,0.006134
4904,19,22,3,12,0.006134
7063,37,10,6,2,0.006134
5159,21,35,1,2,0.006134
4468,17,13,7,6,0.006134
5240,22,13,12,8,0.006134
4218,15,29,9,11,0.006096
6822,34,10,3,12,0.006096
4536,17,28,1,9,0.006096
7060,37,10,1,7,0.006096
5235,22,13,7,6,0.006096
5731,24,24,6,3,0.006096
6559,29,28,1,14,0.006096
2418,7,33,12,8,0.006096
5237,22,13,7,13,0.006096
2594,8,8,12,7,0.006096
2586,8,8,6,2,0.006096
1980,6,6,6,13,0.006096
2574,8,8,1,7,0.006096
3716,13,12,12,7,0.006096
5725,24,24,1,14,0.00606
6627,31,26,7,8,0.00606
2417,7,33,7,13,0.00606
6558,29,28,1,9,0.00606
4351,16,22,3,12,0.00606
4385,16,34,1,2,0.00606
7089,37,23,6,7,0.00606
3812,13,29,5,6,0.00606
3539,12,13,12,7,0.00606
3715,13,12,7,13,0.00606
6356,28,16,3,3,0.00606
5220,22,11,5,8,0.00606
3576,12,27,6,13,0.00606
4455,17,11,5,8,0.00606
6881,34,25,12,13,0.00606
3717,13,12,12,8,0.00606
2963,9,21,13,14,0.006023
3540,12,13,12,8,0.006023
3538,12,13,7,13,0.006023
7144,38,24,3,12,0.006023
7075,37,16,1,3,0.006023
3000,9,29,13,14,0.006023
6880,34,25,9,11,0.006023
2582,8,8,3,12,0.006023
6525,29,19,12,13,0.006023
6370,28,19,3,3,0.006023
1970,6,6,1,7,0.006023
7071,37,14,3,2,0.006023
4736,18,29,13,14,0.006023
3571,12,26,6,7,0.006023
2175,6,35,3,12,0.006023
6891,34,27,3,2,0.006023
5456,23,17,13,9,0.006023
4875,19,18,13,14,0.006023
2585,8,8,5,8,0.00599
3818,13,29,12,7,0.00599
5726,24,24,3,2,0.00599
7143,38,24,3,3,0.00599
5160,21,35,1,4,0.00599
3432,11,22,5,8,0.00599
3570,12,26,5,6,0.00599
3460,11,31,7,8,0.00599
3777,13,22,12,8,0.00599
4532,17,26,12,8,0.00599
4531,17,26,7,13,0.00599
5233,22,13,4,5,0.00599
7072,37,14,3,3,0.00599
6215,27,12,6,13,0.00595
4702,18,22,2,1,0.00595
3776,13,22,7,13,0.00595
3454,11,29,5,6,0.00595
3774,13,22,7,6,0.00595
4936,19,28,1,9,0.00595
3461,11,31,10,10,0.00595
4386,16,34,1,4,0.00595
1972,6,6,1,14,0.00595
6279,27,34,1,3,0.00595
4703,18,22,3,3,0.00595
4170,15,16,6,7,0.00595
2940,9,18,1,2,0.00595
6478,29,11,5,6,0.00595
6527,29,19,13,14,0.00595
5076,21,17,1,9,0.005917
4168,15,16,3,12,0.005917
5054,21,12,10,10,0.005917
4863,19,17,1,14,0.005917
5771,24,35,1,2,0.005917
2965,9,22,3,12,0.005917
1984,6,6,13,9,0.005917
3819,13,29,12,8,0.005917
2952,9,19,3,12,0.005917
7044,37,7,1,4,0.005917
4542,17,29,1,14,0.005917
6359,28,17,1,14,0.005917
4737,18,31,3,3,0.005882
6531,29,21,13,14,0.005882
5077,21,17,1,14,0.005882
3319,10,34,3,12,0.005882
5993,26,12,5,6,0.005882
5245,22,14,12,8,0.005882
7121,38,6,3,3,0.005882
3816,13,29,7,13,0.005882
3458,11,29,12,13,0.005882
2943,9,18,1,14,0.005882
5244,22,14,7,13,0.005882
2583,8,8,5,5,0.005882
3308,10,28,9,11,0.005882
4862,19,17,1,9,0.005882
7094,37,27,1,4,0.005882
7122,38,6,3,12,0.005882
6482,29,11,12,13,0.005882
4459,17,11,12,8,0.005882
5909,25,34,12,13,0.005848
6367,28,19,1,4,0.005848
2182,6,37,6,2,0.005848
1294,4,4,5,5,0.005848
3252,10,22,3,12,0.005848
6358,28,17,1,9,0.005848
6385,28,24,13,14,0.005848
4900,19,22,1,2,0.005848
2183,6,37,6,7,0.005848
6341,28,9,1,9,0.005848
4450,17,9,13,14,0.005848
2850,8,38,3,12,0.005848
4901,19,22,1,4,0.005848
6663,32,10,5,6,0.005848
6849,34,16,1,2,0.005848
5908,25,34,9,11,0.005814
4496,17,19,1,14,0.005814
5200,22,7,5,8,0.005814
5910,25,37,1,2,0.005814
2178,6,37,1,4,0.005814
2949,9,19,1,9,0.005814
6089,26,28,3,3,0.005814
4458,17,11,7,13,0.005814
2961,9,21,10,10,0.005814
2941,9,18,1,4,0.005814
4460,17,11,12,13,0.005814
7070,37,14,1,3,0.005814
5114,21,22,3,12,0.005814
4528,17,26,5,8,0.005814
5511,23,33,5,6,0.005814
3979,14,17,7,8,0.005814
3457,11,29,12,8,0.005814
6397,28,29,1,14,0.005814
2847,8,37,6,2,0.005814
6480,29,11,7,13,0.005814
5224,22,11,12,8,0.005814
6481,29,11,12,8,0.005814
2843,8,37,1,7,0.005814
3456,11,29,7,13,0.005814
6384,28,24,13,9,0.005814
5223,22,11,7,13,0.00578
6396,28,29,1,9,0.00578
4495,17,19,1,9,0.00578
5692,24,18,13,14,0.00578
6520,29,18,1,14,0.00578
6703,32,24,5,6,0.00578
6354,28,15,3,3,0.00578
2937,9,17,1,14,0.00578
4873,19,18,4,1,0.00578
5886,25,25,1,3,0.00578
2849,8,38,3,3,0.00578
6491,29,13,5,6,0.00578
4830,19,9,13,14,0.00578
2362,7,22,5,8,0.00578
4343,16,21,3,12,0.00578
5772,24,35,1,4,0.00578
6509,29,14,13,9,0.00578
4944,19,29,12,13,0.00575
6340,28,9,1,4,0.00575
5090,21,18,13,14,0.00575
6887,34,27,1,3,0.00575
4046,14,28,1,14,0.00575
2179,6,37,1,7,0.00575
6813,34,8,6,13,0.00575
5225,22,11,12,13,0.00575
4384,16,31,3,12,0.00575
4691,18,19,13,14,0.00575
6850,34,16,1,4,0.00575
5505,23,28,1,14,0.00575
6093,26,29,7,13,0.00575
6095,26,29,12,8,0.00575
5475,23,22,4,5,0.00575
6474,29,9,13,14,0.00575
6982,35,24,1,2,0.00575
3436,11,22,12,8,0.00575
4383,16,31,3,3,0.005714
4475,17,14,7,13,0.005714
6622,31,16,3,12,0.005714
4477,17,14,12,8,0.005714
6453,29,7,5,6,0.005714
4524,17,24,13,14,0.005714
5515,23,34,3,2,0.005714
3435,11,22,7,13,0.005714
2170,6,34,9,11,0.005714
7095,37,27,2,1,0.005714
4378,16,27,6,7,0.005714
4701,18,21,13,14,0.005714
